ID,Title,Author,short_cite,exp_num,part_group,part_num,paper_age,paper_age_mo,paper_age_units,mean_age_months,Informative_syntax,animate_syntax,common_proper,count_mass,matching category,alternative category1,alternative category2,alternative category3,similarity_to_target,Exemp1_animate,solidity,solid ,exemp_sight,exemp_label_repeat,Dimensionality,Vocabulary,shape_vocab,Exposure,training_type,training_trials,country,language,Response mode,test trials,task type,test_obj_num,child_type1,monolingual,deformation_level,context,complexity,additional notes,mean,mean_proportion,SE,SD,t,df,F,r,d,d_var,d_se,extraction
161,imai and gentner 1997,"Imai, gentner 1997","Imai, gentner 1997",1,5,15,"2,8y",,,32,neutral,,common,neutral,,material,,,,inanimate,solid,simple solid,,,3D,,,familiarization,,,japan,japanese,pointing,12,forced choice,2,TD,monolingual,,,,,,,,,,,,,0.06,0.07,0.00,graph
161,imai and gentner 1997,"Imai, gentner 1997","Imai, gentner 1997",1,6,14,"4,2y",,,50,neutral,,common,neutral,,material,,,,inanimate,solid,simple solid,,,3D,,,familiarization,,,japan,japanese,pointing,12,forced choice,2,TD,monolingual,,,,,,,,,,,,,0.15,0.07,0.00,graph
161,imai and gentner 1997,"Imai, gentner 1997","Imai, gentner 1997",1,4,14,"2,1y",,,25,neutral,,common,neutral,,material,,,,inanimate,substance,substance,,,3D,,,familiarization,,,japan,japanese,pointing,12,forced choice,2,TD,monolingual,,,substance,,,,,,,,,,-0.10,0.07,0.01,graph
161,imai and gentner 1997,"Imai, gentner 1997","Imai, gentner 1997",1,5,15,"2,8y",,,32,neutral,,common,neutral,,material,,,,inanimate,substance,substance,,,3D,,,familiarization,,,japan,japanese,pointing,12,forced choice,2,TD,monolingual,,,,,,,,,,,,,-0.78,0.09,0.01,graph
161,imai and gentner 1997,"Imai, gentner 1997","Imai, gentner 1997",1,6,14,"4,2y",,,50,neutral,,common,neutral,,material,,,,inanimate,substance,substance,,,3D,,,familiarization,,,japan,japanese,pointing,12,forced choice,2,TD,monolingual,,,,,,,,,,,,,-1.41,0.14,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,1,1,12,"2,1y",,,25,neutral,,common,neutral,,material,,,,inanimate,solid,solid,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,complex,,,,,,,,,,1.68,0.20,0.02,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,1,2,12,"2,1y",,,25,neutral,,common,neutral,,material,,,,inanimate,substance,substance,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,simple,,,,,,,,,,-0.60,0.10,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,1,1,12,"2,1y",,,25,informative,,common,count,,material,,,,inanimate,solid,solid,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,complex,,,,,,,,,,1.89,0.23,0.02,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,1,2,12,"2,1y",,,25,informative,,common,mass,,material,,,,inanimate,substance,substance,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,simple,,,,,,,,,,-0.24,0.09,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,1,12,2y,,,24,neutral,,common,neutral,,material,,,,inanimate,solid,solid,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,simple,,,,,,,,,,1.66,0.20,0.02,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,2,12,2y,,,24,neutral,,common,neutral,,material,,,,inanimate,substance,substance,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,complex,,,,,,,,,,-0.31,0.09,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,1,12,2y,,,24,informative,,common,count,,material,,,,inanimate,solid,solid,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,simple,,,,,,,,,,1.03,0.13,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,2,12,2y,,,24,informative,,common,mass,,material,,,,inanimate,substance,substance,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,complex,,,,,,,,,,-0.49,0.09,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,1,12,2.5y,,,29,neutral,,common,neutral,,material,,,,inanimate,solid,solid,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,simple,,,,,,,,,,1.70,0.20,0.02,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,2,12,2.5y,,,29,neutral,,common,neutral,,material,,,,inanimate,substance,substance,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,complex,,,,,,,,,,-0.65,0.10,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,1,12,2.5y,,,29,informative,,common,count,,material,,,,inanimate,solid,solid,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,simple,,,,,,,,,,1.33,0.16,0.01,graph
100,Ontological categories guide young children's inductions of word meaning: Object terms and substance terms,Soja 1991,Soja 1991,2,2,12,2.5y,,,29,informative,,common,mass,,material,,,,inanimate,substance,substance,yes,,3D,,,familiarization,,,us,english,pointing,8,forced choice,2,TD,monolingual,,,complex,,,,,,,,,,-1.36,0.16,0.01,graph
29,Vocabulary Development and the Shape Bias in Children With Hearing Loss,"Lynn K. Perry, Amy L. Meltzer and Sarah C. Kucker",Lynn K. Perry et al 2021,1,1,19,34.51m,,,34.51,neutral,,common,neutral,,material,,,,inanimate,solid,solid,yes,3,3D,,,familiarization,,,us,english,picking,8,forced choice,2,HL,monolingual,,,,,,,,,1.65,18,,,0.3910495464,0.06,0.00,t-test
29,Vocabulary Development and the Shape Bias in Children With Hearing Loss,"Lynn K. Perry, Amy L. Meltzer and Sarah C. Kucker",Lynn K. Perry et al 2021,1,2,20,33.93m,,,33.93,neutral,,common,neutral,,material,,,,inanimate,solid,solid,yes,3,3D,,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,AGE MATCH,,,,,3.77,19,,,0.7372980899,0.06,0.00,t-test
29,Vocabulary Development and the Shape Bias in Children With Hearing Loss,"Lynn K. Perry, Amy L. Meltzer and Sarah C. Kucker",Lynn K. Perry et al 2021,1,3,20,24.68m,,,24.68,neutral,,common,neutral,,material,,,,inanimate,solid,solid,yes,3,3D,,,familiarization,,,us,english,picking,8,forced choice,2,TD,monolingual,,,,VOACB MATCH,,,,,4.69,19,,,0.9470405552,0.07,0.00,t-test
39,The shape of the vocabulary predicts the shape of the bias,"Lynn K. Perry, Larissa K.Samuelson",Lynn K. Perry et al 2011,1,1,75,1,7,,19.466,neutral,,common,neutral,,material,,,,inanimate,solid,solid,,,3D,,,,,,us,english,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.87,0.02,0.00,t-test
39,The shape of the vocabulary predicts the shape of the bias,"Lynn K. Perry, Larissa K.Samuelson",Lynn K. Perry et al 2011,1,1,75,1,7,,19.733,neutral,,common,neutral,,material,,,,inanimate,solid,solid,,,3D,,,,,,us,english,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.87,0.02,0.00,t-test
39,The shape of the vocabulary predicts the shape of the bias,"Lynn K. Perry, Larissa K.Samuelson",Lynn K. Perry et al 2011,1,1,75,1,7,,20,neutral,,common,neutral,,material,,,,inanimate,solid,solid,,,3D,,,,,,us,english,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.11,0.01,0.00,graph
27,18-month-olds use different cues to categorize plants and artifacts,,Stella C. Gerdemann 2021,1,1,20,18,,months,18,informative,,common,count,,,color,,,inanimate,plant,plant,yes,6,3D,,,priming,highligting shape,1,germany,german,pointing,4,forced choice,2,TD,monolingual,,,plant,"naming was only done for exemplar, but not in the testing phase",,0.62,,0.19,,,,,0.63,0.06,0.00,table
27,18-month-olds use different cues to categorize plants and artifacts,,Stella C. Gerdemann 2021,1,2,20,18,,months,18,informative,,common,count,,,color,,,inanimate,solid,solid ,yes,6,3D,,,priming,highligting shape,1,germany,german,pointing,4,forced choice,2,TD,monolingual,,,artifact,"naming was only done for exemplar, but not in the testing phase",,0.46,,0.15,,,,,-0.27,0.05,0.00,table
34,Effects of past language experience and present language context on the shape bias in Spanish–English bilingual children,"Schonberg, CC, Russell, EE, Luna, ML",Christina C. Schonberg 2019,1,1,16,21.23,,months,21.23,informative,,common,count,,material,color,distractor,,inanimate,solid,solid ,no,6,3D,178.81,43.5,familiarization,,,us,english,,6,forced choice,4,TD,bilingual,,,,,,,,,,,,,1.23,0.11,0.00,table
34,Effects of past language experience and present language context on the shape bias in Spanish–English bilingual children,"Schonberg, CC, Russell, EE, Luna, ML",Christina C. Schonberg 2019,1,2,16,21.23,,months,21.23,informative,,common,count,,material,color,distractor,,inanimate,solid,solid ,no,6,3D,84.56,20.06,familiarization,,,us,spanish,,6,forced choice,4,TD,bilingual,,,,,,,,,,,,,0.16,0.06,0.00,table
36,The heterogeneity of word learning biases in late-talking children,Lynn K. Perry and Sarah C. Kucker,Lynn Perry 2019,1,1,32,22,,months,22,neutral,,common,neutral,,material, ,,,inanimate,solid,solid ,,3,3D,< 30 percentile,,familiarization,,,us,english,,16,forced choice,2,TD,monolingual,,,,,,,,,8.34,31,,,2.95,0.17,0.01,t-test
36,The heterogeneity of word learning biases in late-talking children,Lynn K. Perry and Sarah C. Kucker,Lynn Perry 2019,1,2,32,22,,months,22,neutral,,common,neutral,,material,,,,inanimate,solid,solid ,,3,3D,< 30 percentile,,familiarization,,,us,english,,16,forced choice,2,TD,monolingual,,,,,,,,,2.36,31,,,0.83,0.04,0.00,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,1,16,36,,months,36,neutral,,common,neutral,,material,,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,2.15,15,,,0.54,0.07,0.00,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,2,16,48,,months,48,neutral,,common,neutral,,material,,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,4.04,15,,,1.01,0.09,0.01,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,1,16,36,,months,36,neutral,,common,neutral,,,color,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,4.57,15,,,1.14,0.10,0.01,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,2,16,48,,months,48,neutral,,common,neutral,,,color,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,3.9,15,,,1.15,0.10,0.01,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,1,16,36,,months,36,neutral,,common,neutral,shape and material,,color,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,8.06,15,,,2.02,0.19,0.01,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,2,16,48,,months,48,neutral,,common,neutral,shape and color , material,,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,5.2,15,,,1.30,0.12,0.01,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,1,16,36,,months,36,neutral,,common,neutral,shape and material,,color,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,5.2,15,,,1.30,0.12,0.01,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,2,16,48,,months,48,neutral,,common,neutral,shape and color ,material,,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,5.98,15,,,1.49,0.13,0.01,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,1,16,36,,months,36,neutral,,common,neutral,shape,material and color,,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,1.7,15,,,0.42,0.07,0.00,t-test
40,It's taking shape: Shared object features influence novel noun generalizations,,Jessica S. Horst 2012,1,2,16,48,,months,48,neutral,,common,neutral,shape,material and color,,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,uk,english,,6,forced choice,2,TD,monolingual,,,,,,,,,2.15,15,,,0.54,0.07,0.00,t-test
43,Individual differences in the shape bias in preschool children with specific language impairment and typical language development: Theoretical and clinical ,,Beverly Collisson 2014,1,1,16,"4,2",,years,50,informative,,common,count,shape,material,color,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,us,english,picking,24,forced choice,3,TD,monolingual,,,,,,16.8,,5.1,,,,,1.73,0.16,0.01,table
43,Individual differences in the shape bias in preschool children with specific language impairment and typical language development: Theoretical and clinical ,,Beverly Collisson 2014,1,1,16,"4,1",,years,49,informative,,common,count,shape,material,color,,,inanimate,solid,solid ,yes,,3D,,,familiarization,,,us,english,picking,24,forced choice,3,SLI,monolingual,,,,,,9.7,,6.8,,,,,0.25,0.06,0.00,table
44,Acquiring word learning biases,,Zi L. Sim 2011,1,1,16,38.7,,months,38.7,informative,,common,count,shape,material,,,,inanimate,solid,solid ,,,2D,,,familiarization,naming,16,us,english,pointing,4,forced choice,2,TD,monolingual,,,,,,0.73,0.1109898644,,,,,,0.52,0.07,0.00,table
44,Acquiring word learning biases,,Zi L. Sim 2011,1,2,16,38.7,,months,38.7,informative,,common,count,shape,material,,,,inanimate,solid,solid ,,,2D,,,familiarization + training,naming by shape,16,us,english,pointing,4,forced choice,2,TD,monolingual,,,,,,0.84,0.0916515139,,,,,,0.93,0.09,0.00,table
44,Acquiring word learning biases,,Zi L. Sim 2011,1,3,16,38.7,,months,38.7,informative,,common,count,shape,material,,,,inanimate,solid,solid ,,,2D,,,familiarization + training,naming by pattern,16,us,english,pointing,4,forced choice,2,TD,monolingual,,,,,,0.41,0.1229583263,,,,,,-0.18,0.06,0.00,table
49,Changes in visual object recognition precede the shape bias in early noun learning,,"Yee, Jones, Smith 2012",1,1,20,20,,months,20,informative,,common,count,shape,material,color,,,inanimate,solid,solid ,yes,,3D,54,,familiarization,,,us,english,,8,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.48,0.06,0.00,graph
49,Changes in visual object recognition precede the shape bias in early noun learning,,"Yee, Jones, Smith 2012",1,2,18,21.2,,months,21.2,informative,,common,count,shape,material,color,,,inanimate,solid,solid ,yes,,3D,194,,familiarization,,,us,english,,8,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.48,0.06,0.00,graph
49,Changes in visual object recognition precede the shape bias in early noun learning,,"Yee, Jones, Smith 2012",1,3,17,22.65,,months,22.65,informative,,common,count,shape,material,color,,,inanimate,solid,solid ,yes,,3D,398.5,,familiarization,,,us,english,,8,forced choice,3,TD,monolingual,,,,,,,,,,,,,1.00,0.09,0.01,graph
51,"Are Chinese and German children taxonomic, thematic, or shape biased? Influence of classifiers and cultural contexts",,Imai et al 2010,2,1,18,3,,years,36,informative,,common,count,shape,thematic,taxonomic,non,,inanimate,solid,solid ,,,2D,,,,,,chinese,chinese,,12,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.66,0.07,0.00,table
51,"Are Chinese and German children taxonomic, thematic, or shape biased? Influence of classifiers and cultural contexts",,Imai et al 2010,2,2,15,3,,years,36,informative,,common,count,shape,thematic,taxonomic,non,,inanimate,solid,solid ,,,2D,,,,,,germany,german,,12,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.38,0.07,0.00,table
51,"Are Chinese and German children taxonomic, thematic, or shape biased? Influence of classifiers and cultural contexts",,Imai et al 2010,2,3,17,5,,years,60,informative,,common,count,shape,thematic,taxonomic,non,,inanimate,solid,solid ,,,2D,,,,,,chinese,chinese,,12,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.35,0.06,0.01,table
51,"Are Chinese and German children taxonomic, thematic, or shape biased? Influence of classifiers and cultural contexts",,Imai et al 2010,2,4,15,5,,years,60,informative,,common,count,shape,thematic,taxonomic,non,,inanimate,solid,solid ,,,2D,,,,,,germany,german,,12,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.32,0.07,0.01,table
52,The shape bias is affected by differing similarity among objects,,Saime Tek et al 2012,2,1,10,24.6,,months,24.6,informative,,common,count,shape,overall similarity (color+shape),color,,low,inanimate,solid,solid ,,,3D,,,familiarization,,,us,english,looking,24,forced choice,2,TD,monolingual,,,,comparing to tversky's similarity contrast model,,,,,,,,,1.16,0.17,0.00,graph
52,The shape bias is affected by differing similarity among objects,,Saime Tek et al 2012,2,1,10,24.6,,months,24.6,informative,,common,count,shape,overall similarity (color+shape),color,,high,inanimate,solid,solid ,,,3D,,,familiarization,,,us,english,looking,24,forced choice,2,TD,monolingual,,,,comparing to tversky's similarity contrast model,,,,,,,,,-1.55,0.22,0.01,graph
57,The shape-bias in Spanish-speaking children and its relationship to vocabulary,,Hahn ER 2012,1,1,39,2,7,,31,informative,,common,count,shape,material,color,,,inanimate,solid,solid ,no,6,3D,,,familiarization,,,us,english,,2,forced choice,3,TD,monolingual,,,,,,,,,5.21,38,,,1.67,0.06,0.00,t-test
57,The shape-bias in Spanish-speaking children and its relationship to vocabulary,,Hahn ER 2012,1,2,30,2,6,,30,informative,,common,count,shape,material,color,,,inanimate,solid,solid ,no,6,3D,,,familiarization,,,us+mexico,spanish,,2,forced choice,3,TD,monolingual,,,,,,,,,1.27,29,,,0.47,0.04,0.00,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,30.26,informative,,,count,,,,,,,solid,solid ,,,,,,familiarization,,,us,english,,,forced choice,,TD,monolingual,,,,congruent,,,,,3.61,15,,,1.81,0.16,0.01,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,30.26,informative,,,count,,,,,,,solid,solid ,,,,,,familiarization,,,us,english,,,forced choice,,TD,monolingual,,,,incongruent,,,,,8.03,15,,,4.02,0.57,0.04,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,30.26,informative,,,count,,,,,,,solid,solid ,,,,,,familiarization,,,us,english,,,forced choice,,TD,monolingual,,,,object only cue,,,,,4.12,15,,,2.06,0.20,0.01,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,30.26,informative,,,count,,,,,,,solid,solid ,,,,,,familiarization,,,us,english,,,forced choice,,TD,monolingual,,,,pragmatic cue,,,,,3.12,15,,,1.56,0.14,0.01,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,29.87,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,bilingual,,,,congruent,,,,,2.83,15,,,1.42,0.13,0.01,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,29.87,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,bilingual,,,,incongruent,,,,,2.75,15,,,1.38,0.12,0.01,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,29.87,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,bilingual,,,,object only cue,,,,,1.45,15,,,0.73,0.08,,t-test
59,Bilingual and monolingual children attend to different cues when learning new words,,Chandra L. Brojde 2012,1,1,16,,,,29.87,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,bilingual,,,,pragmatic cue,,,,,0.67,15,,,0.34,0.07,,t-test
64,Preschoolers' novel noun extensions: shape in spite of knowing better,,H Saalbach · 2011,1,1,20,"3,8",,,44,informative,,,count,,,,,,,mixture,solid ,,,,,,,,,germany,german,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.84,0.07,,reported
64,Preschoolers' novel noun extensions: shape in spite of knowing better,,H Saalbach · 2011,1,2,19,"3,9",,,44,informative,,,count,,,,,,,mixture,solid ,,,,,,,,,germany,german,,,forced choice,,TD,monolingual,,,,,,,,,,,,,-0.30,0.06,,table
64,Preschoolers' novel noun extensions: shape in spite of knowing better,,H Saalbach · 2011,3,3,17,"3,7",,,43,informative,,,count,,,,,,,mixture,solid ,,,,,,,,,germany,german,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.03,0.06,,table
69,The Shape Bias Shapes More Than Just Attention: Relationships Between Categorical Biases & Object Recognition Memory,,H Vlach · 2014,,,,,,,,informative,,,count,,,,,,,,,,,,,,,,,,,,,,,TD,monolingual,,,,,,,,,,,,,,,,
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,1,35,,,,20.3,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.55,0.03,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,1,35,,,,24.3,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.66,0.03,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,1,35,,,,28.3,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.83,0.04,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,1,35,,,,32.3,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,TD,monolingual,,,,,,,,,,,,,0.75,0.04,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,2,32,,,,32.8,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,ASD,monolingual,,,,,,,,,,,,,0.06,0.03,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,2,32,,,,36.8,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,ASD,monolingual,,,,,,,,,,,,,0.15,0.03,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,2,32,,,,40.8,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,ASD,monolingual,,,,,,,,,,,,,0.00,0.03,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,2,32,,,,44.8,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,ASD,monolingual,,,,,,,,,,,,,0.37,0.03,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,2,32,,,,48.8,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,ASD,monolingual,,,,,,,,,,,,,0.09,0.03,,reported
71,Investigating the shape bias in typically developing children and children with autism spectrum disorders,,ER Potrzeba · 2015,1,2,32,,,,52.8,informative,,,count,,,,,,,solid,solid ,,,,,,,,,us,english,,,forced choice,,ASD,monolingual,,,,,,,,,,,,,0.38,0.03,,reported
74,Honoring different ontological boundaries: The role of language in category formation,,D Tran · 2012,1,1,30,,,,29.59,neutral,,,neutral,,,,,,inanimate,solid,,,,,,,,,,vietnam,vietnamese,,,,,TD,monolingual,,,,,,,,,4.514,19,,,2.02,0.10,,t-test
74,Honoring different ontological boundaries: The role of language in category formation,,D Tran · 2012,1,1,30,,,,29.59,neutral,,,neutral,,,,,,,substance,substance,,,,,,,,,vietnam,vietnamese,,,,,TD,monolingual,,,,,,,,,-1.468,19,,,-0.66,0.04,,t-test
74,Honoring different ontological boundaries: The role of language in category formation,,D Tran · 2012,1,2,9,,,,31.72,neutral,,,neutral,,,,,,inanimate,solid,,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,1.225,7,,,0.87,0.15,,t-test
74,Honoring different ontological boundaries: The role of language in category formation,,D Tran · 2012,1,2,9,,,,31.72,neutral,,,neutral,,,,,,,substance,substance,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,3.666,7,,,2.59,0.48,,t-test
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,1,88,,,,52.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.57,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,1,88,,,,52.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.33,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,1,88,,,,52.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.11,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,1,88,,,,52.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,0.13,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,1,88,,,,52.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,-0.52,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,1,88,,,,52.3,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,us,english,,,,,TD,monolingual,,,,,,,,,,,,,-0.55,0.01,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,2,43,,,,51.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,,,,,0.29,0.02,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,2,43,,,,51.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,,,,,0.15,0.02,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,2,43,,,,51.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,,,,,-0.01,0.02,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,2,43,,,,51.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,,,,,-0.25,0.02,,graph
75,"Set size, individuation, and attention to shape",,L Cantrell · 2013,2,2,43,,,,51.1,neutral,,,neutral,,,,,,,solid,solid ,,,,,,,,,japan,japanese,,,,,TD,monolingual,,,,,,,,,,,,,-0.45,0.03,,graph
